application_id,application_date,country,sector,company_size,years_in_business,annual_revenue_eur,existing_bank_client,previous_loans,loan_amount_requested_eur,loan_term_months,collateral_offered,num_employees,debt_to_equity_ratio,current_ratio,profit_margin_pct,revenue_growth_yoy_pct,loan_to_revenue_ratio,credit_bureau_score,num_credit_inquiries_12m,has_payment_defaults,defaulted_12m
APP-00734,2024-07-19,Netherlands,Technology,Small (10-49),11,269312,True,0,35752,48,False,40,1.08,0.53,7.5,13.7,0.133,571,4,False,0
APP-00735,2023-06-02,Netherlands,Agriculture,Small (10-49),8,575550,False,4,192549,84,True,37,2.07,1.65,8.3,16.2,0.335,794,0,False,0
APP-00736,2024-05-04,Netherlands,Retail & E-commerce,Micro (<10),23,125060,False,0,63538,36,False,8,0.62,2.5,4.7,35.4,0.508,740,0,False,0
APP-00737,2024-06-17,Poland,Agriculture,Micro (<10),3,118374,True,3,77276,60,False,7,1.37,0.79,-3.3,5.5,0.653,569,2,False,0
APP-00738,2023-09-01,Netherlands,Construction,Small (10-49),3,467423,False,0,57746,24,True,41,5.12,0.3,-2.2,17.4,0.124,676,3,False,0
APP-00739,2024-06-22,Belgium,Technology,Micro (<10),18,1434932,False,2,358984,60,True,4,0.84,1.61,20.0,-4.9,0.25,573,2,True,0
APP-00740,2024-10-17,Belgium,Professional Services,Micro (<10),7,570810,False,2,38716,84,True,7,0.89,1.02,9.4,-1.6,0.068,562,0,False,0
APP-00741,2024-08-19,Italy,Retail & E-commerce,Micro (<10),4,2463009,True,0,139278,12,False,5,2.22,1.29,4.5,-4.9,0.057,450,3,False,0
APP-00742,2024-07-10,Germany,Real Estate,Micro (<10),11,522494,True,0,59938,36,False,8,1.45,1.62,11.3,3.7,0.115,700,2,True,0
APP-00743,2024-04-08,Italy,Real Estate,Medium (50-249),5,500394,False,0,236300,60,True,148,4.21,1.74,14.1,7.7,0.472,613,0,False,0
APP-00744,2023-07-17,Netherlands,Professional Services,Micro (<10),3,606312,False,2,632277,60,True,1,1.17,1.74,12.7,17.5,1.043,712,2,False,0
APP-00745,2024-08-03,Netherlands,Real Estate,Micro (<10),3,1600465,False,1,59618,60,False,8,1.41,1.38,4.9,9.1,0.037,668,2,True,0
APP-00746,2023-09-23,Germany,Manufacturing,Medium (50-249),9,1184799,True,0,110420,84,False,150,1.63,1.66,4.2,21.0,0.093,552,0,False,0
APP-00747,2024-01-24,Belgium,Manufacturing,Medium (50-249),8,72994,False,1,72535,12,True,58,0.71,1.29,10.4,,0.994,717,3,False,0
APP-00748,2023-08-18,Spain,Retail & E-commerce,Micro (<10),24,701305,False,4,226490,48,True,8,0.62,1.2,4.7,5.5,0.323,691,1,False,0
APP-00749,2023-08-17,Italy,Professional Services,Medium (50-249),5,368954,True,0,80905,48,True,60,0.59,1.39,12.6,3.7,0.219,611,3,False,0
APP-00750,2023-04-26,Germany,Retail & E-commerce,Micro (<10),5,212597,False,2,203702,24,True,1,0.19,1.75,6.6,-13.3,0.958,728,2,False,0
APP-00751,2024-12-02,Poland,Professional Services,Small (10-49),23,50000,False,4,71812,24,False,38,1.28,1.01,10.4,-1.5,1.436,628,0,False,0
APP-00752,2023-04-18,Germany,Retail & E-commerce,Micro (<10),16,50000,False,1,594211,48,False,2,0.62,1.53,11.7,-4.7,11.884,587,2,False,0
APP-00753,2023-03-04,Netherlands,Healthcare,Micro (<10),8,173275,False,5,17099,48,False,3,0.98,1.12,-1.1,-4.2,0.099,634,0,True,0
APP-00754,2024-11-14,Germany,Transportation & Logistics,Micro (<10),2,50000,False,1,133451,48,False,4,2.49,0.96,6.8,-0.1,2.669,620,1,False,0
APP-00755,2024-02-10,Netherlands,Technology,Small (10-49),3,177636,False,2,97886,36,True,48,0.77,2.03,12.3,11.3,0.551,531,2,True,0
APP-00756,2023-11-16,Spain,Manufacturing,Micro (<10),3,632357,True,2,95093,48,True,6,2.04,1.62,1.6,8.5,0.15,439,1,False,0
APP-00757,2024-06-22,Netherlands,Healthcare,Micro (<10),7,133632,False,0,124034,36,False,9,0.52,1.63,3.0,16.9,0.928,781,0,False,0
APP-00758,2023-10-07,Belgium,Manufacturing,Small (10-49),4,296604,True,1,103440,24,False,38,0.89,0.83,12.6,,0.349,740,3,False,0
APP-00759,2023-04-04,Germany,Healthcare,Micro (<10),26,74314,True,2,117621,48,False,3,3.84,1.25,14.4,-2.1,1.583,768,4,False,0
APP-00760,2024-06-16,Netherlands,Construction,Medium (50-249),2,384047,False,0,136828,48,True,162,1.04,1.76,-13.4,14.1,0.356,722,2,False,0
APP-00761,2023-05-09,Netherlands,Professional Services,Micro (<10),2,493739,False,1,399985,60,True,4,2.92,1.62,12.6,-11.4,0.81,616,1,False,0
APP-00762,2024-02-08,France,Retail & E-commerce,Micro (<10),8,50000,True,2,10802,36,False,2,5.55,2.94,-6.8,,0.216,635,2,False,0
APP-00763,2024-11-23,Netherlands,Transportation & Logistics,Micro (<10),11,108851,True,0,432641,60,True,5,1.05,1.53,5.7,-4.2,3.975,600,1,True,0
APP-00764,2024-11-14,Germany,Real Estate,Micro (<10),1,58653,True,1,765158,72,True,8,0.91,1.0,-1.6,-22.5,13.046,693,2,False,0
APP-00765,2023-09-21,Belgium,Technology,Micro (<10),1,494379,True,0,24321,36,False,8,0.37,1.14,3.0,11.5,0.049,687,5,False,0
APP-00766,2024-07-23,Netherlands,Real Estate,Micro (<10),5,326703,True,0,102568,48,False,3,1.61,0.89,6.6,1.3,0.314,622,2,True,0
APP-00767,2024-03-23,Netherlands,Real Estate,Small (10-49),21,252797,True,1,295680,72,False,20,1.69,1.01,8.9,19.1,1.17,685,1,False,0
APP-00768,2023-12-16,Spain,Manufacturing,Micro (<10),33,230052,False,0,205834,36,False,8,2.14,1.46,13.9,16.6,0.895,742,1,False,0
APP-00769,2023-04-13,Poland,Healthcare,Micro (<10),5,395300,True,1,377364,60,True,6,3.11,1.12,-1.4,-6.8,0.955,649,0,False,0
APP-00770,2023-10-02,Netherlands,Professional Services,Small (10-49),6,404910,False,0,132926,48,False,29,0.73,2.2,12.4,23.3,0.328,556,2,False,0
APP-00771,2024-04-20,Poland,Hospitality & Food,Micro (<10),3,148050,True,4,19414,36,False,8,4.15,1.93,4.5,,0.131,686,2,False,0
APP-00772,2024-12-21,Germany,Manufacturing,Small (10-49),12,125151,False,3,280324,72,False,11,1.14,1.92,4.6,10.6,2.24,552,2,False,0
APP-00773,2023-01-04,France,Real Estate,Medium (50-249),25,249997,True,0,164124,24,True,200,1.68,1.25,15.4,22.1,0.657,585,1,False,0
APP-00774,2024-06-07,France,Healthcare,Micro (<10),20,213697,True,0,319040,12,False,5,1.3,1.95,10.6,-7.2,1.493,672,2,False,0
APP-00775,2024-09-09,France,Manufacturing,Small (10-49),7,3181357,False,0,28935,24,False,29,0.85,2.01,-3.3,30.3,0.009,699,1,False,0
APP-00776,2024-11-25,Spain,Professional Services,Medium (50-249),3,169282,True,0,37317,72,True,180,0.66,2.36,5.6,6.9,0.22,657,2,False,0
APP-00777,2023-11-06,Germany,Hospitality & Food,Micro (<10),7,379875,True,2,100023,36,True,3,1.53,1.08,1.9,9.5,0.263,568,5,False,0
APP-00778,2023-03-28,Germany,Healthcare,Medium (50-249),22,469353,False,1,286781,48,False,225,0.76,1.41,3.6,19.1,0.611,850,4,False,0
APP-00779,2023-07-17,Belgium,Agriculture,Micro (<10),5,1440684,False,1,358352,24,False,1,1.18,0.95,5.3,10.0,0.249,608,2,False,0
APP-00780,2024-09-12,Netherlands,Professional Services,Micro (<10),1,101374,True,3,55237,36,False,6,1.05,2.98,8.5,-10.9,0.545,686,2,False,0
APP-00781,2024-10-02,France,Hospitality & Food,Micro (<10),5,1339192,True,3,71314,48,False,5,1.09,1.28,-0.9,-30.0,0.053,603,1,False,0
APP-00782,2024-04-10,Netherlands,Construction,Micro (<10),5,224835,True,1,982218,24,True,9,0.46,2.17,4.8,-6.7,4.369,574,1,False,0
APP-00783,2023-03-31,Netherlands,Professional Services,Medium (50-249),1,5398405,False,2,63435,36,True,180,0.2,1.49,3.8,-5.6,0.012,654,1,False,0
APP-00784,2023-03-31,Netherlands,Hospitality & Food,Micro (<10),8,414622,False,1,169444,36,False,4,2.23,1.93,8.1,-6.4,0.409,614,0,False,0
APP-00785,2023-12-16,Netherlands,Retail & E-commerce,Medium (50-249),11,61407,True,2,68770,24,False,134,2.65,1.39,5.7,-2.6,1.12,657,1,False,0
APP-00786,2024-03-05,France,Manufacturing,Small (10-49),32,211802,True,0,144322,36,True,19,0.29,1.95,11.2,-29.2,0.681,597,4,False,0
APP-00787,2023-01-24,France,Professional Services,Medium (50-249),2,1333774,False,0,49361,48,True,60,1.73,1.57,7.4,-9.3,0.037,660,4,True,0
APP-00788,2024-05-15,Germany,Agriculture,Medium (50-249),13,295921,False,0,50500,12,False,138,1.54,2.42,9.3,11.6,0.171,589,3,False,1
APP-00789,2024-02-02,Netherlands,Professional Services,Micro (<10),16,249808,True,0,73377,36,True,1,0.61,1.58,7.3,17.5,0.294,736,1,False,0
APP-00790,2023-01-09,Germany,Manufacturing,Medium (50-249),11,635899,False,1,63820,36,True,181,2.31,0.97,-0.3,-3.7,0.1,673,2,True,0
APP-00791,2023-03-11,Belgium,Healthcare,Small (10-49),3,177371,False,2,77397,72,False,46,2.67,1.71,3.9,13.3,0.436,639,0,True,0
APP-00792,2023-11-28,France,Real Estate,Micro (<10),3,208380,True,1,150343,48,False,1,2.55,1.41,2.3,-26.1,0.721,648,1,False,0
APP-00793,2024-06-11,Germany,Hospitality & Food,Small (10-49),7,86369,False,5,447889,72,False,48,3.85,0.81,10.2,8.2,5.186,619,1,False,0
APP-00794,2024-08-25,Germany,Retail & E-commerce,Micro (<10),7,2136297,False,0,61549,48,False,1,2.46,1.63,10.7,19.2,0.029,659,2,False,0
APP-00795,2023-11-11,Germany,Technology,Micro (<10),4,61874,True,4,44767,60,False,5,0.82,1.03,5.5,11.2,0.724,769,0,True,0
APP-00796,2023-08-04,Poland,Hospitality & Food,Micro (<10),20,328850,True,0,99469,12,False,6,1.36,1.26,6.8,4.7,0.302,604,0,False,0
APP-00797,2024-12-07,Spain,Technology,Micro (<10),5,477281,True,0,49957,48,False,6,1.7,1.42,-2.7,-25.6,0.105,662,0,True,0
APP-00798,2023-12-01,Germany,Professional Services,Micro (<10),1,263977,True,0,26685,36,False,4,3.36,0.3,3.9,27.7,0.101,588,2,False,0
APP-00799,2023-08-19,Germany,Retail & E-commerce,Micro (<10),6,59597,False,0,231286,60,False,1,1.16,1.14,-7.8,28.3,3.881,451,3,False,0
APP-00800,2023-11-19,Netherlands,Professional Services,Small (10-49),10,80941,False,0,105282,72,True,41,0.92,1.95,10.5,13.4,1.301,699,4,False,0
APP-00801,2023-01-09,Poland,Technology,Small (10-49),9,502333,False,2,113867,60,False,28,0.5,1.28,18.3,21.0,0.227,736,2,False,0
APP-00802,2023-08-09,Belgium,Professional Services,Medium (50-249),9,105255,False,0,21126,12,False,102,2.28,0.3,3.1,5.0,0.201,684,1,False,0
APP-00803,2024-01-12,Netherlands,Manufacturing,Medium (50-249),24,50000,True,0,61832,48,True,140,1.53,1.35,7.3,14.1,1.237,836,3,False,0
APP-00804,2024-11-01,Poland,Hospitality & Food,Medium (50-249),3,426929,True,0,31802,60,False,136,0.8,1.69,8.3,15.1,0.074,621,0,False,0
APP-00805,2024-06-22,France,Healthcare,Small (10-49),5,94183,False,2,97112,12,True,33,2.14,1.22,-0.3,4.2,1.031,578,4,False,0
APP-00806,2024-07-24,Netherlands,Retail & E-commerce,Micro (<10),25,572325,True,1,109914,24,True,5,1.1,1.24,5.3,-4.9,0.192,744,0,False,0
APP-00807,2024-02-02,Netherlands,Technology,Medium (50-249),1,210671,True,0,109850,48,True,169,0.61,1.13,8.6,15.5,0.521,749,5,False,0
APP-00808,2023-03-22,Netherlands,Technology,Micro (<10),7,198833,False,0,57898,36,False,9,3.0,1.77,6.9,27.5,0.291,737,4,False,0
APP-00809,2023-10-13,Germany,Professional Services,Micro (<10),19,285696,False,2,49892,12,True,9,0.39,0.91,6.3,19.9,0.175,563,3,False,0
APP-00810,2024-12-28,Netherlands,Real Estate,Micro (<10),19,68446,True,2,84577,72,False,1,1.47,1.73,4.4,9.1,1.236,594,2,False,0
APP-00811,2023-02-02,Italy,Agriculture,Micro (<10),12,99653,False,1,131348,84,True,6,1.26,1.24,1.5,8.2,1.318,518,2,False,0
APP-00812,2024-10-03,Italy,Professional Services,Small (10-49),12,196435,True,1,62107,36,True,18,0.5,2.15,9.7,8.9,0.316,807,1,False,0
APP-00813,2024-05-14,Germany,Retail & E-commerce,Micro (<10),3,67967,False,0,46633,84,True,1,1.64,1.11,15.7,-22.4,0.686,576,3,False,0
APP-00814,2023-07-27,Germany,Professional Services,Small (10-49),22,631959,False,1,48253,72,False,13,0.89,0.73,-5.0,3.7,0.076,553,1,False,0
APP-00815,2024-07-21,Netherlands,Manufacturing,Micro (<10),2,185562,False,2,58294,48,True,6,3.71,1.77,-5.8,2.4,0.314,641,1,False,0
APP-00816,2024-09-02,Netherlands,Construction,Micro (<10),2,50000,True,2,68725,60,False,9,2.47,1.7,-0.7,-9.5,1.374,659,1,False,0
APP-00817,2023-02-01,France,Agriculture,Micro (<10),10,137195,False,0,41005,72,False,8,1.54,1.65,3.6,17.7,0.299,703,1,True,0
APP-00818,2023-03-19,Netherlands,Agriculture,Micro (<10),4,302986,True,2,69119,60,False,2,0.3,1.91,4.6,8.4,0.228,639,3,False,0
APP-00819,2024-04-30,Netherlands,Professional Services,Small (10-49),8,157108,False,1,265377,36,False,18,0.97,0.8,6.7,-26.4,1.689,595,1,False,0
APP-00820,2024-12-30,Belgium,Hospitality & Food,Micro (<10),10,433557,False,2,77994,24,False,8,0.92,0.93,6.4,7.8,0.18,618,2,False,0
APP-00821,2023-01-18,Netherlands,Retail & E-commerce,Micro (<10),30,534369,True,2,36640,36,False,6,2.79,2.19,5.2,20.3,0.069,601,3,True,0
APP-00822,2024-04-30,Germany,Construction,Micro (<10),10,4789996,False,2,16207,24,False,5,1.5,1.66,13.0,-2.1,0.003,761,3,False,0
APP-00823,2023-04-10,France,Retail & E-commerce,Small (10-49),4,1067439,True,0,428955,12,True,17,1.63,1.13,0.9,-7.3,0.402,649,1,False,0
APP-00824,2024-04-19,Spain,Real Estate,Medium (50-249),12,50000,False,0,245599,36,False,206,2.49,0.34,11.0,-10.5,4.912,700,2,False,0
APP-00825,2024-03-31,Germany,Transportation & Logistics,Small (10-49),3,174158,False,0,123956,36,False,43,3.59,0.65,16.9,6.2,0.712,633,5,False,0
APP-00826,2023-03-08,Italy,Manufacturing,Small (10-49),15,194858,False,1,250236,12,False,22,3.24,0.83,-2.1,-3.7,1.284,503,6,False,0
APP-00827,2024-05-11,Belgium,Technology,Medium (50-249),7,535033,False,1,150553,72,False,249,1.87,1.06,-4.7,-12.6,0.281,781,5,False,0
APP-00828,2024-10-16,Italy,Construction,Micro (<10),10,87526,False,2,92917,24,False,5,1.15,1.58,7.0,24.4,1.062,696,7,False,0
APP-00829,2024-09-22,Germany,Transportation & Logistics,Micro (<10),1,141846,False,1,36601,48,True,1,1.75,0.58,9.6,7.4,0.258,681,0,False,0
APP-00830,2023-01-22,Netherlands,Hospitality & Food,Micro (<10),1,60276,False,1,454478,48,True,9,1.32,1.08,6.2,-1.3,7.54,480,1,False,0
APP-00831,2023-06-29,Poland,Manufacturing,Micro (<10),2,130259,True,2,69589,84,True,2,2.16,0.64,-5.7,25.1,0.534,638,1,False,0
APP-00832,2023-06-25,Netherlands,Technology,Micro (<10),29,136222,False,0,72699,36,False,1,0.96,1.15,-3.3,8.3,0.534,773,2,False,0
APP-00833,2023-11-27,Netherlands,Retail & E-commerce,Micro (<10),2,184313,True,0,101718,24,False,5,2.32,2.83,3.2,3.4,0.552,753,2,False,0
APP-00834,2023-04-15,Netherlands,Construction,Micro (<10),13,64613,True,0,103124,48,True,6,1.39,2.11,8.3,7.6,1.596,632,4,True,0
APP-00835,2024-09-15,Belgium,Manufacturing,Micro (<10),4,871900,False,2,156336,48,True,6,1.7,1.74,4.1,-1.3,0.179,747,2,False,0
APP-00836,2024-07-21,Belgium,Technology,Micro (<10),6,472908,True,0,142581,60,False,9,0.66,1.09,7.2,3.3,0.301,775,4,False,0
APP-00837,2024-08-13,Germany,Transportation & Logistics,Micro (<10),7,50000,False,0,62224,24,False,5,1.15,0.75,7.0,12.0,1.244,637,0,False,0
APP-00838,2023-05-25,Italy,Retail & E-commerce,Medium (50-249),27,276832,True,0,100781,36,False,75,1.76,1.35,11.1,25.2,0.364,755,2,False,0
APP-00839,2023-01-11,Netherlands,Professional Services,Small (10-49),11,50000,False,1,152430,12,True,28,1.21,0.47,-0.4,-1.6,3.049,751,1,False,0
APP-00840,2024-10-26,Germany,Healthcare,Micro (<10),10,1343390,True,4,58128,60,False,8,0.33,1.79,6.5,12.5,0.043,717,1,False,0
APP-00841,2023-07-30,Belgium,Manufacturing,Micro (<10),20,1861568,True,3,314055,36,False,1,0.64,1.28,13.9,-12.7,0.169,724,1,False,0
APP-00842,2024-04-24,Spain,Construction,Micro (<10),4,250976,False,0,97129,24,True,3,1.66,1.38,1.7,11.1,0.387,580,1,False,0
APP-00843,2024-10-25,Netherlands,Technology,Micro (<10),17,96454,False,1,354612,48,True,7,3.33,0.4,2.6,,3.676,712,3,False,0
APP-00844,2023-01-27,Netherlands,Professional Services,Micro (<10),15,120919,True,0,32412,36,False,2,1.17,1.43,6.5,5.3,0.268,639,2,False,0
APP-00845,2023-01-04,Germany,Transportation & Logistics,Micro (<10),15,155672,False,2,166658,12,False,5,1.01,1.26,0.2,-1.9,1.071,577,0,False,0
APP-00846,2023-01-04,France,Construction,Small (10-49),6,236051,False,1,48421,24,True,16,2.54,0.83,-0.4,-1.4,0.205,771,2,False,0
APP-00847,2023-04-25,Spain,Technology,Small (10-49),5,1389651,False,0,59422,60,True,15,1.36,1.53,4.1,10.8,0.043,640,2,False,0
APP-00848,2023-02-07,Germany,Retail & E-commerce,Small (10-49),3,844687,True,1,203593,48,True,39,2.11,1.16,4.7,5.7,0.241,668,2,False,0
APP-00849,2024-08-21,Spain,Retail & E-commerce,Small (10-49),3,860445,False,1,82225,36,False,41,1.13,1.58,10.1,0.1,0.096,661,1,False,0
APP-00850,2024-03-18,Belgium,Retail & E-commerce,Small (10-49),3,329289,True,4,788532,36,False,11,1.06,1.77,1.1,12.8,2.395,525,4,True,0
APP-00851,2024-12-16,Netherlands,Agriculture,Small (10-49),9,67215,True,0,149405,84,False,31,2.21,0.75,6.2,-5.5,2.223,626,0,False,0
APP-00852,2024-08-08,Netherlands,Agriculture,Medium (50-249),6,106503,True,4,56578,12,True,134,2.02,1.46,12.8,15.4,0.531,711,4,False,0
APP-00853,2024-12-04,Netherlands,Transportation & Logistics,Small (10-49),10,288619,True,0,149617,24,False,24,1.11,1.45,12.5,1.2,0.518,651,1,False,0
APP-00854,2023-06-24,Belgium,Manufacturing,Small (10-49),10,63492,False,0,81653,72,True,37,0.69,2.15,5.4,12.9,1.286,621,3,False,0
APP-00855,2023-07-30,Germany,Construction,Small (10-49),3,386458,False,2,192074,48,False,35,0.5,1.9,7.0,15.1,0.497,676,2,False,0
APP-00856,2024-09-12,Belgium,Healthcare,Micro (<10),3,705137,False,1,77889,84,False,2,0.54,1.19,1.0,-18.3,0.11,735,2,False,0
APP-00857,2023-06-28,Germany,Technology,Micro (<10),6,516285,False,3,136672,48,False,9,0.92,1.14,7.6,4.1,0.265,519,1,False,0
APP-00858,2023-02-11,Germany,Retail & E-commerce,Micro (<10),3,491996,False,1,115698,60,False,3,1.63,1.49,14.4,-13.3,0.235,641,1,False,0
APP-00859,2024-05-03,France,Agriculture,Micro (<10),3,50000,False,1,105107,48,True,5,0.5,0.73,13.1,-15.8,2.102,651,1,False,1
APP-00860,2024-08-07,France,Manufacturing,Micro (<10),28,1329119,False,0,227166,12,False,2,0.52,0.82,5.9,2.2,0.171,791,3,False,0
APP-00861,2024-12-07,Belgium,Manufacturing,Micro (<10),2,50000,False,4,23327,72,False,6,1.69,1.12,7.9,8.7,0.467,746,0,False,0
APP-00862,2024-11-08,Belgium,Agriculture,Micro (<10),37,223395,True,2,106724,48,True,1,3.46,0.3,2.0,-13.5,0.478,539,3,False,0
APP-00863,2023-03-29,Germany,Hospitality & Food,Micro (<10),9,563685,True,2,56334,12,False,3,2.59,0.81,0.9,8.3,0.1,757,2,False,0
APP-00864,2024-07-17,Germany,Professional Services,Medium (50-249),16,412634,False,2,33559,24,False,141,0.45,1.2,4.0,-5.5,0.081,637,2,True,0
APP-00865,2024-09-09,Belgium,Construction,Micro (<10),14,57907,False,0,50501,36,False,1,1.71,3.05,7.5,5.8,0.872,521,0,False,0
APP-00866,2024-05-24,Belgium,Real Estate,Micro (<10),12,71826,True,3,60125,36,True,5,2.4,1.01,10.0,35.4,0.837,542,3,False,0
APP-00867,2024-08-21,France,Retail & E-commerce,Micro (<10),27,378694,True,1,81775,12,False,6,1.0,1.8,5.6,1.2,0.216,759,2,False,0
APP-00868,2024-09-03,France,Healthcare,Micro (<10),3,495347,False,3,129296,36,False,9,1.17,1.28,8.4,-8.7,0.261,686,3,False,0
APP-00869,2023-11-22,Netherlands,Professional Services,Small (10-49),6,71065,False,2,152334,72,True,24,1.65,1.66,-8.0,4.8,2.144,571,1,False,0
APP-00870,2023-01-30,Germany,Retail & E-commerce,Small (10-49),3,429815,False,1,71164,48,False,39,1.81,0.75,6.9,2.7,0.166,776,1,False,0
APP-00871,2023-11-30,Italy,Hospitality & Food,Micro (<10),1,50000,False,2,350704,36,False,3,1.69,0.47,2.6,0.9,7.014,706,1,False,0
APP-00872,2023-05-28,Netherlands,Construction,Micro (<10),4,567653,False,2,73345,12,False,9,2.08,2.23,-0.9,5.4,0.129,629,0,False,1
APP-00873,2023-03-25,Italy,Manufacturing,Micro (<10),33,92910,False,0,20802,60,False,9,1.54,0.6,8.5,2.8,0.224,673,3,True,0
APP-00874,2023-04-02,Netherlands,Professional Services,Small (10-49),6,295556,False,2,74931,60,False,40,0.93,2.29,14.0,-9.9,0.254,579,2,False,0
APP-00875,2024-05-24,Germany,Technology,Medium (50-249),36,241620,True,1,102511,12,False,92,1.03,1.18,5.9,,0.424,809,4,False,0
APP-00876,2024-01-04,Germany,Construction,Medium (50-249),39,1080342,False,3,10000,84,True,245,0.85,0.9,10.8,20.8,0.009,555,1,False,0
APP-00877,2024-01-30,Netherlands,Healthcare,Micro (<10),50,358812,False,3,259333,36,False,4,1.02,1.09,3.7,0.5,0.723,546,3,False,0
APP-00878,2024-06-27,Italy,Transportation & Logistics,Small (10-49),33,130754,False,0,91193,36,True,19,1.89,2.36,17.3,9.2,0.697,665,2,False,0
APP-00879,2024-02-05,Germany,Professional Services,Small (10-49),48,413127,False,0,39264,36,False,26,0.85,0.98,-2.7,-19.5,0.095,850,0,False,0
APP-00880,2024-04-04,Poland,Hospitality & Food,Medium (50-249),9,3509190,True,0,45793,84,False,83,2.57,1.17,5.4,4.8,0.013,537,1,False,0
APP-00881,2023-03-04,Netherlands,Hospitality & Food,Micro (<10),8,652226,False,2,181566,60,True,4,0.75,1.99,10.1,28.1,0.278,715,2,False,0
APP-00882,2024-09-13,Italy,Construction,Micro (<10),9,249945,False,3,200212,48,True,4,1.52,1.68,5.8,14.6,0.801,655,5,False,0
APP-00883,2023-11-24,Italy,Retail & E-commerce,Micro (<10),7,98682,True,2,58746,36,False,9,2.23,2.65,13.6,6.8,0.595,681,0,False,0
APP-00884,2023-04-24,Germany,Professional Services,Micro (<10),8,128054,True,3,33381,36,True,5,1.77,2.1,-5.4,4.5,0.261,741,3,False,0
APP-00885,2024-08-16,Netherlands,Manufacturing,Small (10-49),13,606822,False,1,109612,36,True,39,0.45,0.98,5.4,1.4,0.181,595,1,False,0
APP-00886,2024-06-20,France,Professional Services,Micro (<10),5,92691,True,1,126947,36,True,8,1.46,2.18,4.6,10.0,1.37,629,2,False,0
APP-00887,2023-02-08,Germany,Real Estate,Micro (<10),2,269204,False,5,155160,72,False,9,0.87,0.3,5.4,17.3,0.576,594,2,True,0
APP-00888,2023-05-21,Poland,Construction,Small (10-49),9,1506263,False,0,62912,48,False,31,0.61,1.86,-2.7,-1.0,0.042,762,0,False,0
APP-00889,2023-01-12,Germany,Hospitality & Food,Micro (<10),4,321409,False,1,89529,36,True,6,1.54,1.01,4.4,14.0,0.279,751,1,False,0
APP-00890,2023-07-17,Netherlands,Construction,Medium (50-249),4,73500,False,0,100319,84,False,240,0.64,1.76,4.1,-4.7,1.365,560,3,False,0
APP-00891,2023-03-14,Netherlands,Technology,Small (10-49),6,3661624,False,0,213939,24,False,37,1.56,2.58,7.3,-0.2,0.058,680,2,False,0
APP-00892,2024-06-02,France,Hospitality & Food,Medium (50-249),5,2224266,False,2,285913,12,False,107,3.23,0.4,12.0,-8.3,0.129,733,1,False,0
APP-00893,2024-01-17,Poland,Hospitality & Food,Small (10-49),17,489633,False,0,355241,36,True,33,1.62,1.95,6.6,6.9,0.726,522,0,False,0
APP-00894,2024-12-16,Netherlands,Technology,Micro (<10),6,1240352,True,1,279843,84,False,6,1.17,1.9,8.3,,0.226,761,2,False,0
APP-00895,2024-07-01,Spain,Retail & E-commerce,Micro (<10),18,194779,False,0,421160,12,True,6,1.23,1.8,12.9,9.8,2.162,644,3,False,0
APP-00896,2024-03-22,Italy,Construction,Medium (50-249),8,640078,False,1,222021,12,False,180,2.34,0.81,12.5,8.7,0.347,613,2,False,0
APP-00897,2024-01-07,Netherlands,Construction,Micro (<10),6,161417,False,0,61606,36,True,4,1.12,1.35,-7.1,13.7,0.382,761,2,True,0
